img_resolution 32
Files already downloaded and verified
img_resolution 32
Files already downloaded and verified
cifar_noniid 50000 100 dir
5000 41000 4000
cifar_noniid 10000 100 dir
0 6000 4000
kd_idx len 5000 out of 5000
Successfully loaded weights from pretrained resnet
self.update_layer_name was defined. ['adapter', 'bn1', 'bn2', 'fc.weight', 'fc.bias']
local finetune 확인####################: False
personalized cli 4 ep 0 batch 168  train Loss: 4.263 | Acc:36.686% | total 2704
Server Batch[068/500] KD:0.0608 ValAcc32.22
Server Batch[069/500] KD:0.0534 ValAcc31.5
Server Batch[070/500] KD:0.0557 ValAcc31.96
Server Batch[071/500] KD:0.0629 ValAcc32.4
Server Batch[072/500] KD:0.0563 ValAcc32.26
Server Batch[073/500] KD:0.0669 ValAcc32.04
Server Batch[074/500] KD:0.0539 ValAcc32.2
Server Batch[075/500] KD:0.0612 ValAcc32.28
Server Batch[076/500] KD:0.0519 ValAcc32.3
Server Batch[077/500] KD:0.0513 ValAcc32.14
Server Batch[078/500] KD:0.0522 ValAcc32.44
Server Batch[079/500] KD:0.0558 ValAcc32.68
Server Batch[080/500] KD:0.1111 ValAcc32.64
Server Batch[081/500] KD:0.0537 ValAcc32.58
Server Batch[082/500] KD:0.0716 ValAcc31.9
Server Batch[083/500] KD:0.0648 ValAcc31.94
Server Batch[084/500] KD:0.0559 ValAcc32.02
Server Batch[085/500] KD:0.0662 ValAcc32.56
Server Batch[086/500] KD:0.1004 ValAcc31.9
Server Batch[087/500] KD:0.0651 ValAcc31.48
Server Batch[088/500] KD:0.0580 ValAcc31.94
Server Batch[089/500] KD:0.0798 ValAcc31.96
Server Batch[090/500] KD:0.0577 ValAcc32.26
Server Batch[091/500] KD:0.0673 ValAcc32.72
Server Batch[092/500] KD:0.0810 ValAcc32.7
Server Batch[093/500] KD:0.0649 ValAcc32.86
Server Batch[094/500] KD:0.0643 ValAcc33.24
Server Batch[095/500] KD:0.0775 ValAcc32.66
Server Batch[096/500] KD:0.0594 ValAcc32.0
Server Batch[097/500] KD:0.0533 ValAcc31.66
Server Batch[098/500] KD:0.0607 ValAcc32.4
Server Batch[099/500] KD:0.0525 ValAcc32.36
Server Batch[100/500] KD:0.1059 ValAcc32.9
Server Batch[101/500] KD:0.0661 ValAcc32.86
Server Batch[102/500] KD:0.0535 ValAcc32.6
Server Batch[103/500] KD:0.0603 ValAcc32.64
Server Batch[104/500] KD:0.0575 ValAcc33.16
Server Batch[105/500] KD:0.0605 ValAcc33.02
Server Batch[106/500] KD:0.0498 ValAcc33.02
Server Batch[107/500] KD:0.0773 ValAcc33.44
Server Batch[108/500] KD:0.0545 ValAcc33.2
Server Batch[109/500] KD:0.0512 ValAcc33.88
Server Batch[110/500] KD:0.0538 ValAcc33.52
Server Batch[111/500] KD:0.0533 ValAcc34.24
Server Batch[112/500] KD:0.0788 ValAcc32.8
Server Batch[113/500] KD:0.0459 ValAcc33.72
Server Batch[114/500] KD:0.0497 ValAcc33.08
Server Batch[115/500] KD:0.0522 ValAcc32.92
Server Batch[116/500] KD:0.1759 ValAcc33.22
Server Batch[117/500] KD:0.0488 ValAcc32.0
Server Batch[118/500] KD:0.0603 ValAcc32.9
Server Batch[119/500] KD:0.0673 ValAcc32.84
Server Batch[120/500] KD:0.0681 ValAcc33.4
Server Batch[121/500] KD:0.0584 ValAcc33.24
Server Batch[122/500] KD:0.1052 ValAcc33.5
Server Batch[123/500] KD:0.0517 ValAcc33.16
Server Batch[124/500] KD:0.0592 ValAcc33.54
Server Batch[125/500] KD:0.0543 ValAcc32.76
Server Batch[126/500] KD:0.0551 ValAcc32.54
Server Batch[127/500] KD:0.0687 ValAcc32.64
Server Batch[128/500] KD:0.0582 ValAcc32.76
Server Batch[129/500] KD:0.0517 ValAcc32.82
Server Batch[130/500] KD:0.0542 ValAcc32.88
Server Batch[131/500] KD:0.0502 ValAcc33.02
Server Batch[132/500] KD:0.0487 ValAcc33.42
Server Batch[133/500] KD:0.0535 ValAcc33.9
Server Batch[134/500] KD:0.0510 ValAcc33.82
Server Batch[135/500] KD:0.0535 ValAcc33.62
Server Batch[136/500] KD:0.0575 ValAcc33.14
Server Batch[137/500] KD:0.0758 ValAcc32.58
Server Batch[138/500] KD:0.0460 ValAcc32.98
Server Batch[139/500] KD:0.0567 ValAcc31.92
Server Batch[140/500] KD:0.0550 ValAcc32.36
Server Batch[141/500] KD:0.0494 ValAcc33.14
Server Batch[142/500] KD:0.0495 ValAcc32.16
Server Batch[143/500] KD:0.0711 ValAcc32.64
Server Batch[144/500] KD:0.0588 ValAcc32.96
Server Batch[145/500] KD:0.0456 ValAcc32.6
Server Batch[146/500] KD:0.0573 ValAcc32.96
Server Batch[147/500] KD:0.0533 ValAcc33.08
Server Batch[148/500] KD:0.0484 ValAcc32.68
Server Batch[149/500] KD:0.0487 ValAcc32.3
Server Batch[150/500] KD:0.0437 ValAcc32.38
Server Batch[151/500] KD:0.0465 ValAcc31.96
Server Batch[152/500] KD:0.1208 ValAcc33.02
Server Batch[153/500] KD:0.0491 ValAcc31.94
Server Batch[154/500] KD:0.0511 ValAcc32.7
Server Batch[155/500] KD:0.0969 ValAcc33.1
Server Batch[156/500] KD:0.0527 ValAcc33.18
Server Batch[157/500] KD:0.0475 ValAcc33.04
Server Batch[158/500] KD:0.0480 ValAcc33.52
Server Batch[159/500] KD:0.0430 ValAcc33.14
Server Batch[160/500] KD:0.0514 ValAcc33.32
Server Batch[161/500] KD:0.0494 ValAcc33.12
Server Batch[162/500] KD:0.0563 ValAcc32.94
Server Batch[163/500] KD:0.0458 ValAcc32.6
Server Batch[164/500] KD:0.0442 ValAcc33.18
Server Batch[165/500] KD:0.0453 ValAcc33.1
Server Batch[166/500] KD:0.0439 ValAcc33.12
Server Batch[167/500] KD:0.0722 ValAcc32.24
Server Batch[168/500] KD:0.0512 ValAcc33.32
Server Batch[169/500] KD:0.0550 ValAcc32.02
Server Batch[170/500] KD:0.0770 ValAcc32.62
Server Batch[171/500] KD:0.0535 ValAcc32.18
Server Batch[172/500] KD:0.0567 ValAcc31.56
Server Batch[173/500] KD:0.0505 ValAcc31.86
Server Batch[174/500] KD:0.0589 ValAcc32.9
Server Batch[175/500] KD:0.0607 ValAcc31.56
Server Batch[176/500] KD:0.1493 ValAcc32.06
Server Batch[177/500] KD:0.0637 ValAcc32.68
Server Batch[178/500] KD:0.0628 ValAcc31.98
Server Batch[179/500] KD:0.0694 ValAcc32.32
Server Batch[180/500] KD:0.0643 ValAcc32.54
Server Batch[181/500] KD:0.0652 ValAcc32.12
Server Batch[182/500] KD:0.0925 ValAcc32.5
Server Batch[183/500] KD:0.0480 ValAcc32.32
Server Batch[184/500] KD:0.0481 ValAcc32.16
Server Batch[185/500] KD:0.0776 ValAcc32.56
Server Batch[186/500] KD:0.0473 ValAcc32.88
Server Batch[187/500] KD:0.0537 ValAcc32.34
Server Batch[188/500] KD:0.0557 ValAcc32.54
Server Batch[189/500] KD:0.0436 ValAcc31.68
Server Batch[190/500] KD:0.0519 ValAcc33.16
Server Batch[191/500] KD:0.0521 ValAcc33.48
Server Batch[192/500] KD:0.0435 ValAcc32.36
Server Batch[193/500] KD:0.0470 ValAcc32.5
Server Batch[194/500] KD:0.0561 ValAcc32.64
Server Batch[195/500] KD:0.0532 ValAcc32.2
Server Batch[196/500] KD:0.0475 ValAcc32.32
Server Batch[197/500] KD:0.0514 ValAcc32.48
Server Batch[198/500] KD:0.0418 ValAcc32.6
Server Batch[199/500] KD:0.0421 ValAcc32.76
Server Batch[200/500] KD:0.0691 ValAcc32.74
Server Batch[201/500] KD:0.0458 ValAcc33.04
Server Batch[202/500] KD:0.0474 ValAcc33.12
Server Batch[203/500] KD:0.0431 ValAcc32.86
Server Batch[204/500] KD:0.0417 ValAcc32.62
Server Batch[205/500] KD:0.0471 ValAcc32.54
Server Batch[206/500] KD:0.0529 ValAcc32.92
Server Batch[207/500] KD:0.0431 ValAcc32.84
Server Batch[208/500] KD:0.0449 ValAcc33.58
Server Batch[209/500] KD:0.0379 ValAcc32.78
Server Batch[210/500] KD:0.0384 ValAcc33.28
Server Batch[211/500] KD:0.0452 ValAcc33.0
Server Batch[212/500] KD:0.0477 ValAcc33.24
Server Batch[213/500] KD:0.0414 ValAcc32.8
Server Batch[214/500] KD:0.0479 ValAcc33.86
Server Batch[215/500] KD:0.0400 ValAcc32.62
Server Batch[216/500] KD:0.0453 ValAcc33.6
Server Batch[217/500] KD:0.0391 ValAcc33.14
Server Batch[218/500] KD:0.0470 ValAcc32.22
Server Batch[219/500] KD:0.0373 ValAcc33.34
Server Batch[220/500] KD:0.0681 ValAcc32.64
Server Batch[221/500] KD:0.0433 ValAcc32.54
Server Batch[222/500] KD:0.0992 ValAcc33.28
Server Batch[223/500] KD:0.0456 ValAcc34.0
Server Batch[224/500] KD:0.0487 ValAcc33.48
Server Batch[225/500] KD:0.0535 ValAcc33.7
Server Batch[226/500] KD:0.0488 ValAcc33.48
Server Batch[227/500] KD:0.0407 ValAcc33.74
Server Batch[228/500] KD:0.0450 ValAcc33.0
Server Batch[229/500] KD:0.0434 ValAcc33.72
Server Batch[230/500] KD:0.0450 ValAcc33.4
Server Batch[231/500] KD:0.1261 ValAcc33.38
Server Batch[232/500] KD:0.0426 ValAcc32.1
Server Batch[233/500] KD:0.0568 ValAcc32.04
Server Batch[234/500] KD:0.0696 ValAcc31.44
Server Batch[235/500] KD:0.0767 ValAcc31.58
Server Batch[236/500] KD:0.0623 ValAcc30.9
Server Batch[237/500] KD:0.0762 ValAcc30.82
Server Batch[238/500] KD:0.0556 ValAcc31.46
Server Batch[239/500] KD:0.0538 ValAcc31.16
Server Batch[240/500] KD:0.0517 ValAcc31.14
Server Batch[241/500] KD:0.0592 ValAcc31.78
Server Batch[242/500] KD:0.0822 ValAcc31.62
Server Batch[243/500] KD:0.0543 ValAcc32.2
Server Batch[244/500] KD:0.0638 ValAcc32.22
Server Batch[245/500] KD:0.0594 ValAcc32.58
Server Batch[246/500] KD:0.0563 ValAcc32.88
Server Batch[247/500] KD:0.0488 ValAcc32.2
Server Batch[248/500] KD:0.0525 ValAcc32.92
Server Batch[249/500] KD:0.0494 ValAcc33.38
Server Batch[250/500] KD:0.0491 ValAcc33.1
Server Batch[251/500] KD:0.0529 ValAcc32.68
Server Batch[252/500] KD:0.0441 ValAcc33.5
Server Batch[253/500] KD:0.0568 ValAcc32.5
Server Batch[254/500] KD:0.1962 ValAcc32.56
Server Batch[255/500] KD:0.0434 ValAcc32.2
Server Batch[256/500] KD:0.0473 ValAcc32.5
Server Batch[257/500] KD:0.0576 ValAcc32.02
Server Batch[258/500] KD:0.0517 ValAcc32.5
Server Batch[259/500] KD:0.0513 ValAcc32.4
Server Batch[260/500] KD:0.0470 ValAcc32.76
Server Batch[261/500] KD:0.0467 ValAcc32.18
Server Batch[262/500] KD:0.0459 ValAcc32.6
Server Batch[263/500] KD:0.0476 ValAcc33.5
Server Batch[264/500] KD:0.0465 ValAcc32.78
Server Batch[265/500] KD:0.0416 ValAcc33.28
Server Batch[266/500] KD:0.0384 ValAcc33.3
Server Batch[267/500] KD:0.0802 ValAcc33.6
Server Batch[268/500] KD:0.0421 ValAcc32.78
Server Batch[269/500] KD:0.0394 ValAcc32.42
Server Batch[270/500] KD:0.0417 ValAcc32.76
Server Batch[271/500] KD:0.0509 ValAcc32.52
Server Batch[272/500] KD:0.0678 ValAcc32.88
Server Batch[273/500] KD:0.0403 ValAcc32.32
Server Batch[274/500] KD:0.0453 ValAcc32.6
Server Batch[275/500] KD:0.0616 ValAcc32.62
Server Batch[276/500] KD:0.0386 ValAcc33.02
Server Batch[277/500] KD:0.0436 ValAcc33.24
Server Batch[278/500] KD:0.0438 ValAcc32.82
Server Batch[279/500] KD:0.0419 ValAcc32.92
Server Batch[280/500] KD:0.0417 ValAcc32.46
Server Batch[281/500] KD:0.0408 ValAcc33.54
Server Batch[282/500] KD:0.0394 ValAcc33.02
Server Batch[283/500] KD:0.0427 ValAcc32.94
Server Batch[284/500] KD:0.0351 ValAcc33.1
Server Batch[285/500] KD:0.0349 ValAcc33.64
Server Batch[286/500] KD:0.0480 ValAcc32.74
Server Batch[287/500] KD:0.0371 ValAcc33.46
Server Batch[288/500] KD:0.0366 ValAcc32.9
Server Batch[289/500] KD:0.0425 ValAcc33.26
Server Batch[290/500] KD:0.0410 ValAcc32.66
Server Batch[291/500] KD:0.0602 ValAcc32.94
Server Batch[292/500] KD:0.0369 ValAcc32.72
Server Batch[293/500] KD:0.0393 ValAcc32.42
Server Batch[294/500] KD:0.0406 ValAcc32.96
Server Batch[295/500] KD:0.0387 ValAcc33.22
Server Batch[296/500] KD:0.0505 ValAcc33.2
Server Batch[297/500] KD:0.0432 ValAcc32.92
Server Batch[298/500] KD:0.0380 ValAcc33.0
Server Batch[299/500] KD:0.0407 ValAcc33.34
Server Batch[300/500] KD:0.0353 ValAcc33.04
Server Batch[301/500] KD:0.0384 ValAcc33.2
Server Batch[302/500] KD:0.0879 ValAcc32.62
Server Batch[303/500] KD:0.0366 ValAcc32.76
Server Batch[304/500] KD:0.0420 ValAcc32.82
Server Batch[305/500] KD:0.0370 ValAcc32.52
Server Batch[306/500] KD:0.0373 ValAcc33.12
Server Batch[307/500] KD:0.0360 ValAcc32.7
Server Batch[308/500] KD:0.0493 ValAcc32.94
Server Batch[309/500] KD:0.0362 ValAcc32.66
Server Batch[310/500] KD:0.0364 ValAcc33.4
Server Batch[311/500] KD:0.1206 ValAcc33.22
Server Batch[312/500] KD:0.0371 ValAcc32.7
Server Batch[313/500] KD:0.0346 ValAcc32.94
Server Batch[314/500] KD:0.0944 ValAcc33.42
Server Batch[315/500] KD:0.0403 ValAcc32.04
Server Batch[316/500] KD:0.0514 ValAcc32.62
Server Batch[317/500] KD:0.0363 ValAcc33.28
Server Batch[318/500] KD:0.0400 ValAcc33.1
Server Batch[319/500] KD:0.0445 ValAcc32.7
Server Batch[320/500] KD:0.0454 ValAcc33.06
Server Batch[321/500] KD:0.0624 ValAcc32.48
Server Batch[322/500] KD:0.0377 ValAcc33.18
Server Batch[323/500] KD:0.0364 ValAcc33.4
Server Batch[324/500] KD:0.0367 ValAcc33.04
Server Batch[325/500] KD:0.0399 ValAcc32.98
Server Batch[326/500] KD:0.0408 ValAcc32.92
Server Batch[327/500] KD:0.0347 ValAcc33.18
Server Batch[328/500] KD:0.0368 ValAcc33.36
Server Batch[329/500] KD:0.0700 ValAcc32.48
Server Batch[330/500] KD:0.0358 ValAcc32.96
Server Batch[331/500] KD:0.0358 ValAcc33.2
Server Batch[332/500] KD:0.0368 ValAcc32.98
Server Batch[333/500] KD:0.0345 ValAcc33.08
Server Batch[334/500] KD:0.0387 ValAcc32.3
Server Batch[335/500] KD:0.0429 ValAcc33.48
Server Batch[336/500] KD:0.0353 ValAcc33.02
Server Batch[337/500] KD:0.0429 ValAcc32.54
Server Batch[338/500] KD:0.0433 ValAcc32.76
Server Batch[339/500] KD:0.0430 ValAcc32.84
Server Batch[340/500] KD:0.0352 ValAcc33.14
Server Batch[341/500] KD:0.0515 ValAcc33.08
Server Batch[342/500] KD:0.0351 ValAcc32.62
Server Batch[343/500] KD:0.0405 ValAcc33.72
Server Batch[344/500] KD:0.0354 ValAcc32.88
Server Batch[345/500] KD:0.0346 ValAcc33.1
Server Batch[346/500] KD:0.0359 ValAcc32.96
Server Batch[347/500] KD:0.0394 ValAcc33.02
Server Batch[348/500] KD:0.0540 ValAcc32.72
Server Batch[349/500] KD:0.0380 ValAcc32.64
Server Batch[350/500] KD:0.0405 ValAcc32.5
Server Batch[351/500] KD:0.0408 ValAcc32.26
Server Batch[352/500] KD:0.0346 ValAcc32.98
Server Batch[353/500] KD:0.0324 ValAcc32.78
Server Batch[354/500] KD:0.0347 ValAcc32.72
Server Batch[355/500] KD:0.0582 ValAcc32.44
Server Batch[356/500] KD:0.0919 ValAcc33.3
Server Batch[357/500] KD:0.0332 ValAcc33.26
Server Batch[358/500] KD:0.0400 ValAcc32.26
Server Batch[359/500] KD:0.0386 ValAcc33.16
Server Batch[360/500] KD:0.0380 ValAcc33.84
Server Batch[361/500] KD:0.0349 ValAcc33.22
Server Batch[362/500] KD:0.0908 ValAcc32.64
Server Batch[363/500] KD:0.0347 ValAcc32.9
Server Batch[364/500] KD:0.0407 ValAcc33.18
Server Batch[365/500] KD:0.0374 ValAcc33.2
Server Batch[366/500] KD:0.0424 ValAcc33.2
Server Batch[367/500] KD:0.0366 ValAcc32.72
Server Batch[368/500] KD:0.0480 ValAcc32.54
Server Batch[369/500] KD:0.0446 ValAcc32.3
Server Batch[370/500] KD:0.0386 ValAcc33.02
Server Batch[371/500] KD:0.0418 ValAcc32.7
Server Batch[372/500] KD:0.0346 ValAcc33.4
Server Batch[373/500] KD:0.0388 ValAcc33.3
Server Batch[374/500] KD:0.0568 ValAcc32.96
Server Batch[375/500] KD:0.0398 ValAcc33.36
Server Batch[376/500] KD:0.0359 ValAcc33.22
Server Batch[377/500] KD:0.0352 ValAcc33.4
Server Batch[378/500] KD:0.0457 ValAcc33.26
Server Batch[379/500] KD:0.0330 ValAcc33.26
Server Batch[380/500] KD:0.0438 ValAcc33.64
Server Batch[381/500] KD:0.0394 ValAcc33.52
Server Batch[382/500] KD:0.0337 ValAcc33.46
Server Batch[383/500] KD:0.0344 ValAcc32.92
Server Batch[384/500] KD:0.0357 ValAcc33.3
Server Batch[385/500] KD:0.0373 ValAcc33.42
Server Batch[386/500] KD:0.0369 ValAcc33.34
Server Batch[387/500] KD:0.0327 ValAcc32.64
Server Batch[388/500] KD:0.0432 ValAcc33.28
Server Batch[389/500] KD:0.0466 ValAcc32.82
Server Batch[390/500] KD:0.0352 ValAcc33.34
Server Batch[391/500] KD:0.0388 ValAcc33.36
Server Batch[392/500] KD:0.0714 ValAcc32.92
Server Batch[393/500] KD:0.0345 ValAcc33.28
Server Batch[394/500] KD:0.0349 ValAcc32.48
Server Batch[395/500] KD:0.0810 ValAcc33.36
Server Batch[396/500] KD:0.0339 ValAcc33.4
Server Batch[397/500] KD:0.0333 ValAcc32.9
Server Batch[398/500] KD:0.0425 ValAcc33.38
Server Batch[399/500] KD:0.0342 ValAcc33.08
Server Batch[400/500] KD:0.0347 ValAcc32.9
Server Batch[401/500] KD:0.0375 ValAcc32.58
Server Batch[402/500] KD:0.0343 ValAcc33.1
Server Batch[403/500] KD:0.0326 ValAcc33.52
Server Batch[404/500] KD:0.0460 ValAcc32.86
Server Batch[405/500] KD:0.0339 ValAcc33.62
Server Batch[406/500] KD:0.0384 ValAcc32.96
Server Batch[407/500] KD:0.0321 ValAcc33.38
Server Batch[408/500] KD:0.0334 ValAcc33.48
Server Batch[409/500] KD:0.0343 ValAcc33.66
Server Batch[410/500] KD:0.0427 ValAcc32.98
Server Batch[411/500] KD:0.0360 ValAcc33.12
Server Batch[412/500] KD:0.0373 ValAcc32.86
Server Batch[413/500] KD:0.0322 ValAcc33.16
Server Batch[414/500] KD:0.0368 ValAcc33.22
Server Batch[415/500] KD:0.0326 ValAcc33.02
Server Batch[416/500] KD:0.0309 ValAcc33.56
Server Batch[417/500] KD:0.0321 ValAcc33.4
Server Batch[418/500] KD:0.0372 ValAcc33.58
Server Batch[419/500] KD:0.0353 ValAcc32.98
Server Batch[420/500] KD:0.0329 ValAcc33.38
Server Batch[421/500] KD:0.0514 ValAcc32.84
Server Batch[422/500] KD:0.0337 ValAcc32.84
Server Batch[423/500] KD:0.0334 ValAcc33.24
Server Batch[424/500] KD:0.0330 ValAcc33.56
Server Batch[425/500] KD:0.0331 ValAcc32.76
Server Batch[426/500] KD:0.0349 ValAcc33.74
Server Batch[427/500] KD:0.0403 ValAcc33.06
Server Batch[428/500] KD:0.0338 ValAcc33.12
Server Batch[429/500] KD:0.0321 ValAcc32.9
Server Batch[430/500] KD:0.0338 ValAcc32.64
Server Batch[431/500] KD:0.0342 ValAcc32.96
Server Batch[432/500] KD:0.0332 ValAcc33.34
Server Batch[433/500] KD:0.0321 ValAcc32.92
Server Batch[434/500] KD:0.0434 ValAcc33.32
Server Batch[435/500] KD:0.0307 ValAcc33.06
Server Batch[436/500] KD:0.0334 ValAcc33.28
Server Batch[437/500] KD:0.0401 ValAcc32.98
Server Batch[438/500] KD:0.0327 ValAcc32.9
Server Batch[439/500] KD:0.0370 ValAcc32.6
Server Batch[440/500] KD:0.0330 ValAcc32.82
Server Batch[441/500] KD:0.0324 ValAcc33.2
Server Batch[442/500] KD:0.0312 ValAcc32.68
Server Batch[443/500] KD:0.0384 ValAcc32.76
Server Batch[444/500] KD:0.0312 ValAcc33.5
Server Batch[445/500] KD:0.0342 ValAcc32.64
Server Batch[446/500] KD:0.0436 ValAcc33.48
Server Batch[447/500] KD:0.0307 ValAcc33.44
Server Batch[448/500] KD:0.0349 ValAcc33.24
Server Batch[449/500] KD:0.0479 ValAcc32.98
Server Batch[450/500] KD:0.0317 ValAcc33.18
Server Batch[451/500] KD:0.0357 ValAcc33.02
Server Batch[452/500] KD:0.0305 ValAcc33.1
Server Batch[453/500] KD:0.0343 ValAcc33.04
Server Batch[454/500] KD:0.0403 ValAcc32.88
Server Batch[455/500] KD:0.0377 ValAcc33.62
Server Batch[456/500] KD:0.0375 ValAcc33.12
Server Batch[457/500] KD:0.0329 ValAcc33.24
Server Batch[458/500] KD:0.0362 ValAcc33.64
Server Batch[459/500] KD:0.0332 ValAcc32.58
Server Batch[460/500] KD:0.0349 ValAcc33.04
Server Batch[461/500] KD:0.0299 ValAcc33.5
Server Batch[462/500] KD:0.0333 ValAcc32.74
Server Batch[463/500] KD:0.0359 ValAcc32.62
Server Batch[464/500] KD:0.0335 ValAcc33.68
Server Batch[465/500] KD:0.0357 ValAcc33.28
Server Batch[466/500] KD:0.0349 ValAcc33.1
Server Batch[467/500] KD:0.0300 ValAcc33.5
Server Batch[468/500] KD:0.0364 ValAcc33.2
Server Batch[469/500] KD:0.0977 ValAcc33.0
Server Batch[470/500] KD:0.0339 ValAcc33.54
Server Batch[471/500] KD:0.0337 ValAcc33.14
Server Batch[472/500] KD:0.0331 ValAcc33.0
Server Batch[473/500] KD:0.0338 ValAcc33.66
Server Batch[474/500] KD:0.0413 ValAcc33.36
Server Batch[475/500] KD:0.0341 ValAcc33.04
Server Batch[476/500] KD:0.0338 ValAcc32.66
Server Batch[477/500] KD:0.0346 ValAcc32.86
Server Batch[478/500] KD:0.0340 ValAcc33.14
Server Batch[479/500] KD:0.0362 ValAcc32.44
Server Batch[480/500] KD:0.0331 ValAcc33.48
Server Batch[481/500] KD:0.0385 ValAcc32.86
Server Batch[482/500] KD:0.0329 ValAcc33.36
Server Batch[483/500] KD:0.0369 ValAcc33.66
Server Batch[484/500] KD:0.0322 ValAcc32.82
Server Batch[485/500] KD:0.0408 ValAcc32.46
Server Batch[486/500] KD:0.0319 ValAcc33.36
Server Batch[487/500] KD:0.0345 ValAcc33.28
Server Batch[488/500] KD:0.0299 ValAcc33.36
Server Batch[489/500] KD:0.0325 ValAcc33.3
Server Batch[490/500] KD:0.0296 ValAcc33.42
Server Batch[491/500] KD:0.0314 ValAcc33.56
Server Batch[492/500] KD:0.0428 ValAcc32.9
Server Batch[493/500] KD:0.0333 ValAcc33.48
Server Batch[494/500] KD:0.0367 ValAcc32.96
Server Batch[495/500] KD:0.0323 ValAcc33.2
Server Batch[496/500] KD:0.0362 ValAcc33.3
Server Batch[497/500] KD:0.0307 ValAcc33.34
Server Batch[498/500] KD:0.0312 ValAcc33.54
Server Batch[499/500] KD:0.0326 ValAcc33.06
use init server model instead.
round 7 select clients [16, 13, 19, 6, 9, 4, 15, 7] fedavg global model 38.95 time 15991.38
personalized cli 16 ep 0 batch 119  train Loss: 8509.285 | Acc:47.500% | total 1920
personalized cli 16 ep 1 batch 119  train Loss: 8508.660 | Acc:47.865% | total 1920
personalized cli 16 ep 2 batch 119  train Loss: 8508.272 | Acc:49.010% | total 1920
personalized cli 16 ep 3 batch 119  train Loss: 8508.015 | Acc:48.854% | total 1920
personalized cli 16 ep 4 batch 119  train Loss: 8507.885 | Acc:50.312% | total 1920
personalized cli 16 ep 5 batch 119  train Loss: 8507.801 | Acc:48.750% | total 1920
personalized cli 16 ep 6 batch 119  train Loss: 8507.763 | Acc:50.104% | total 1920
personalized cli 16 ep 7 batch 119  train Loss: 8507.723 | Acc:50.208% | total 1920
personalized cli 16 ep 8 batch 119  train Loss: 8507.705 | Acc:50.521% | total 1920
personalized cli 16 ep 9 batch 119  train Loss: 8507.627 | Acc:51.510% | total 1920
cli 16 ep 0 batch 119  train Loss: 1.931 | Acc:52.500% | total 1920
cli 16 ep 1 batch 119  train Loss: 1.591 | Acc:60.469% | total 1920
cli 16 ep 2 batch 119  train Loss: 1.567 | Acc:60.469% | total 1920
cli 16 ep 3 batch 119  train Loss: 1.454 | Acc:61.458% | total 1920
cli 16 ep 4 batch 119  train Loss: 1.388 | Acc:62.135% | total 1920
cli 16 ep 5 batch 119  train Loss: 1.418 | Acc:62.760% | total 1920
cli 16 ep 6 batch 119  train Loss: 1.367 | Acc:63.073% | total 1920
cli 16 ep 7 batch 119  train Loss: 1.369 | Acc:63.594% | total 1920
cli 16 ep 8 batch 119  train Loss: 1.304 | Acc:65.260% | total 1920
cli 16 ep 9 batch 119  train Loss: 1.294 | Acc:65.885% | total 1920
personalized cli 12 ep 0 batch 167  train Loss: 8663.895 | Acc:27.976% | total 2688
personalized cli 12 ep 1 batch 167  train Loss: 8587.222 | Acc:43.304% | total 2688
personalized cli 12 ep 2 batch 167  train Loss: 8548.291 | Acc:43.713% | total 2688
personalized cli 12 ep 3 batch 167  train Loss: 8528.383 | Acc:46.280% | total 2688
personalized cli 12 ep 4 batch 167  train Loss: 8518.233 | Acc:46.726% | total 2688
personalized cli 12 ep 5 batch 167  train Loss: 8513.020 | Acc:48.624% | total 2688
personalized cli 12 ep 6 batch 167  train Loss: 8510.361 | Acc:47.768% | total 2688
personalized cli 12 ep 7 batch 167  train Loss: 8509.019 | Acc:49.405% | total 2688
personalized cli 12 ep 8 batch 167  train Loss: 8508.350 | Acc:47.582% | total 2688
personalized cli 12 ep 9 batch 167  train Loss: 8508.003 | Acc:47.805% | total 2688
cli 12 ep 0 batch 167  train Loss: 1.997 | Acc:49.926% | total 2688
cli 12 ep 1 batch 167  train Loss: 1.590 | Acc:57.292% | total 2688
cli 12 ep 2 batch 167  train Loss: 1.465 | Acc:59.673% | total 2688
cli 12 ep 3 batch 167  train Loss: 1.448 | Acc:59.784% | total 2688
cli 12 ep 4 batch 167  train Loss: 1.372 | Acc:61.124% | total 2688
cli 12 ep 5 batch 167  train Loss: 1.370 | Acc:60.714% | total 2688
cli 12 ep 6 batch 167  train Loss: 1.357 | Acc:62.016% | total 2688
cli 12 ep 7 batch 167  train Loss: 1.304 | Acc:63.132% | total 2688
cli 12 ep 8 batch 167  train Loss: 1.274 | Acc:63.244% | total 2688
cli 12 ep 9 batch 167  train Loss: 1.266 | Acc:64.695% | total 2688
personalized cli 1 ep 0 batch 135  train Loss: 8673.274 | Acc:28.631% | total 2176
personalized cli 1 ep 1 batch 135  train Loss: 8603.595 | Acc:41.866% | total 2176
personalized cli 1 ep 2 batch 135  train Loss: 8563.340 | Acc:44.301% | total 2176
personalized cli 1 ep 3 batch 135  train Loss: 8539.957 | Acc:46.921% | total 2176
personalized cli 1 ep 4 batch 135  train Loss: 8526.391 | Acc:48.575% | total 2176
personalized cli 1 ep 5 batch 135  train Loss: 8518.540 | Acc:46.921% | total 2176
personalized cli 1 ep 6 batch 135  train Loss: 8513.985 | Acc:47.702% | total 2176
personalized cli 1 ep 7 batch 135  train Loss: 8511.323 | Acc:49.816% | total 2176
